title1,release_date,country,poster,link_trailer,story,final_genres,taglines,runtime_final,earning,final_budget,language,final_writers,director,final_actors,imdb
Baahubali 2: The Conclusion (2017) ,2017-04-28,"India
","https://m.media-amazon.com/images/M/MV5BOGNlNmRkMjctNDgxMC00NzFhLWIzY2YtZDk3ZDE0NWZhZDBlXkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi1969010201?playlistId=tt4849438,"    Kattappa narrates the story of Amarendra Baahubali to Shivudu, who learns his lineage as the prince of Mahishmati and the son of Amarendra Baahubali. Shivudu, now Mahendra Baahubali, decides to dethrone and punish Bhallaladeva for all wrongdoings of his past with the help of Kattappa.", Action  Drama,India's Biggest Blockbuster Ever        ,167.0,375924909.0,309910384.0,Telugu,Vijayendra Prasad-S.S. Rajamouli-5 more credits,"
S.S. Rajamouli ",Prabhas-Rana Daggubati-Anushka Shetty,8.3
Padosan (1968) ,1968-11-29,"India
","https://m.media-amazon.com/images/M/MV5BMTI4NTM0MjE4N15BMl5BanBnXkFtZTcwODUwOTQyMQ@@._V1_UY67_CR0,0,45,67_AL_.jpg",,"    Bhola (Sunil Dutt) is a simple minded young man who has taken a vow to act according to the book of shashtras, which dictate that a man must marry when he is of the right age. He meets with lovely Bindu (Saira Banu) and falls head in love with her. Coincidentally, Bindu moves in next to his house. Bhola is thrilled, but soon despairs when he learns that Bindu has given her heart to Master Pillai (Mehmood). Bhola's friends Vidyapathi (Kishore Kumar), Banarasi (Mukri), and others belonging to an acting troupe, assist in hoodwinking Bindu to get attracted to Bhola, and thereby getting his love life back, but there are unexpected twists and turns, and Bhola's lies are exposed, making Bindu return to her plans to marry Master Pillai. Songs include: ""Me chali me chali dekho pyar ki gali mujhe rokhe na koi...""; ""Bhai bathur ab jaienge kitni door, najook najook meri jawani chalne se majboor...""; ""Ik chatur naar karke singhar mere man ke duar ye goosath jaat...""; ""Sarm ahti hai magar aaj yeh ...", Comedy  Musical  Romance,Padosan (1968) ,,414560030.0,378346401.0,Hindi,Rajendra Krishan-Rajendra Krishan,"
Jyoti Swaroop ",Sunil Dutt-Saira Banu-Mehmood,8.1
Haider (2014) ,2014-10-2,"India
","https://m.media-amazon.com/images/M/MV5BMjA1NTEwMDMxMF5BMl5BanBnXkFtZTgwODkzMzI0MjE@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi1185984281?playlistId=tt3390572,"    Vishal Bhardwaj's adaptation of William Shakespeare's 'Hamlet', Haider - a young man returns home to Kashmir on receiving news of his father's disappearance. Not only does he learn that security forces have detained his father for harboring militants, but that his mother is in a relationship with his very own uncle. Intense drama follows between mother and son as both struggle to come to terms with news of his father's death. Soon Haider learns that his uncle is responsible for the gruesome murder, what follows is his journey to avenge his father's death.", Action  Crime  Drama  Thriller,Haider (2014) ,,338920205.0,267665961.0,Hindi,William Shakespeare-Basharat Peer-2 more credits,"
Vishal Bhardwaj ",Shahid Kapoor-Tabu-Shraddha Kapoor,8.1
Indian (1996) ,1996-08-23,"India
","https://m.media-amazon.com/images/M/MV5BM2Y4ZmIxYmYtYzNlYi00OTNiLWJjMmEtNzk0ZjcyZjllMzMxXkEyXkFqcGdeQXVyNjY1NTEzNjE@._V1_UY67_CR1,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi944355353?playlistId=tt0116630,"    Circa the British rule in India, a man named Senapathy decides to rebel against the British in a violent way, learns a rare martial art that enables him to kill with his bare hands, and travels to Singapore, joins the Indian Liberation Army formed by renowned Subhash Chandra Bose, is one of the soldier's to engage the British into war. He subsequently joins a death squad in order to destroy British tanks. While all of the others succeed in carrying out their mission, Senapathy is captured, jailed, beaten, and mercilessly tortured by the British. Upon his release, he is looked after by a woman named Namrata, whose honor he had saved from the British - who had captured two truckloads of women protesters, burned their clothing, and forced them to commit suicide. Namrata and Senapathy marry, India gains independence, and they soon have two children - Chandrabose and Kasthoori. Years later Chandra quarrels with his honest and straight-laced father, leaves home, so that he can earn enough ...", Action  Drama  Thriller,The Biggest Indian Film Ever Made...        ,,180000000.0,333103367.0,Hindi,S. Shankar-S. Shankar-2 more credits,"
S. Shankar ",Kamal Haasan-Sukanya-Manisha Koirala,8.1
Dev.D (2009) ,2009-02-6,"India
","https://m.media-amazon.com/images/M/MV5BYjU1NjczNzYtYmFjOC00NzkxLTg4YTUtNGYzMTk3NTU0ZDE3XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi2660940313?playlistId=tt1327035,"    Dev who, after spurning Paro's love due to a misunderstanding, turns to drugs and vodka for solace. Paro moves on but Dev still is in remorse. He meets Chanda, a prostitute with problems of her own. Dev likes her but his penchant for self-destruction prevents him and Chanda from truly getting together. He also meets sleazy people like Chunni, Chanda's pimp who drags Dev further into self-destruction to further his own needs.", Comedy  Drama  Romance,Get Ready for Emotional Atyachar                ,144.0,449463560.0,305800793.0,Hindi,Saratchandra Chatterjee-Abhay Deol-2 more credits,"
Anurag Kashyap ",Abhay Deol-Mahie Gill-Kalki Koechlin,8.0
Special Chabbis (2013) ,2013-02-8,"India
","https://m.media-amazon.com/images/M/MV5BMTQ1NDI5MjMzNF5BMl5BanBnXkFtZTcwMTc0MDQwOQ@@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi3847661593?playlistId=tt2377938,"    Based on real life incidents that occurred in India in 1987-88, the storyline revolves around a group of con artists who pulled off many clever robberies during 1980s, and robbed famous businessmen and politicians by pretending to be the CBI or Income tax officers and conducting raids. On the pretext of conducting raids they would take away all the black money hoarded by them.", Crime  Drama  Thriller,Asli power dil mein hoti hai (Real power resides within the heart)        ,144.0,202430535.0,281097705.0,Hindi,Neeraj Pandey,"
Neeraj Pandey ",Akshay Kumar-Anupam Kher-Manoj Bajpayee,8.0
Vedam (2010) ,2010-06-4,"India
","https://m.media-amazon.com/images/M/MV5BNzk5MGE5MDgtZGMyMi00YzE5LWFhYmEtNzYxMDU3NDBlYzdmXkEyXkFqcGdeQXVyODA2ODM3NDQ@._V1_UY67_CR1,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi352258329?playlistId=tt1649431,    Cable Raju is a slum dweller who works as a cable operator; Saroja is a prostitute; Ramulu is a debt-ridden weaver from Sircilla; Vivek Chakravarthy is an upcoming rock star; Raheemuddin Qureshi is a Muslim from Old Basti in Hyderabad. The stories of these five characters are interwoven into one., Crime  Drama  Thriller,Vedam (2010) ,,367452954.0,481494404.0,Hindi,Radha Krishna,"
Radha Krishna Jagarlamudi (as Krish)    ",Manoj Kumar Manchu-Allu Arjun-Anushka Shetty,8.2
Athadu (2005) ,2005-08-10,"India
","https://m.media-amazon.com/images/M/MV5BYTNkMTMyMDEtZDQxYi00ZjBkLTkyYzYtYzdjY2JmYmRmMjBiXkEyXkFqcGdeQXVyNjE3MDAwMDk@._V1_UY67_CR1,0,45,67_AL_.jpg",,"    To receive a sympathy vote, a crooked politician plans his own assassination attempt. Nandu is hired to merely wound the politician, but someone else pulls the trigger first. Framed for murder, Nandu flees and meets Pardhu, a man returning home after a long absence. The young man is killed in the police crossfire meant for Nandu. Nandu assumes Pardhu's identity and his new ""cousin"" has a romantic interest in him...", Action  Musical  Thriller,Athadu (2005) ,,218579642.0,371788197.0,Hindi,Trivikram Srinivas,"
Trivikram Srinivas ",Mahesh Babu-Trisha Krishnan-Prakash Raj,8.3
Company (2002) ,2002-04-15,"India
","https://m.media-amazon.com/images/M/MV5BMTQwMjFmMDItYzdjNC00NzFkLTg2MzctYzQ3ZmI0MWVlMDMwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY67_CR0,0,45,67_AL_.jpg",,"    Mallik is a henchman of Aslam Bhai, a Mumbai underworld kingpin. He inducts local hothead Chandu into the gang, and the two of them soon form a formidable faction within the gang, eventually displacing Aslam. As the empire grows, however, the two of them start drifting apart.", Action  Crime  Drama  Thriller,A law & order enterprise        ,,70000000.0,357655656.0,Hindi,H. Banerjee-Jaideep Sahni,"
Ram Gopal Varma ",Ajay Devgn-Mohanlal-Manisha Koirala,8.0
Vaastav: The Reality (1999) ,1999-10-7,"India
","https://m.media-amazon.com/images/M/MV5BNzdhNWYwMGUtOGRjYS00ODg4LWE2NTktNzJhMGZhNGQyYzA5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX45_CR0,0,45,67_AL_.jpg",,"    SPOILER: Raghunath Namdev Shivalkar (Sanjay Dutt) and his best friend Dedh Footiya (Sanjay Narvekar) struggle to find work in Mumbai. They decide to run a pav bhaji stall.But fate steps in when Raghu accidentally kills a customer who turns out to be the brother of a notorious gangster, Fracture Pandya and end up in the Mumbai underworld. Vitthal Kaanya (Ashish Vidyarthi), a rival gang lord, offers Raghunath and Dedh Footiya protection and later hires them both as hitmen. Raghunath becomes a respected hit man, with Dedh Footiya as his accomplice. With Raghunath in his gang Vitthal Kaanya hits a peak in the Mumbai underworld. He is protected by a politician who uses Raghunath for his needs. While BabbanRao (Home Minister) relies on Raghunath, there are some others who despise Raghunath, and are just waiting in the sidelines to see when Raghunath makes an error. Raghunath does so, and hence becomes an embarrassment for BabbanRao. Soon Raghunath is on the run, both from the police, and ...", Action  Drama,The reality        ,,323375023.0,424446339.0,Hindi,Imtiaz Hussain-Mahesh Manjrekar-1 more credit,"
Mahesh Manjrekar ",Sanjay Dutt-Namrata Shirodkar-Mohnish Bahl,8.0
Badhaai Ho (2018) ,2018-10-18,"India
","https://m.media-amazon.com/images/M/MV5BNjZlMDdmN2YtYThmZi00NGQzLTk0ZTQtNTUyZDFmODExOGNiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi2747120153?playlistId=tt7725596,    A man faces embarrassment in the society when he finds out his mother is pregnant, Comedy  Drama,Badhaai Ho (2018) ,,391061541.0,381205780.0,Hindi,Akshat Ghildial-Akshat Ghildial-2 more credits,"
Amit Ravindernath Sharma (as Amit Sharma)    ",Ayushmann Khurrana-Sanya Malhotra-Neena Gupta,8.1
Bajrangi Bhaijaan (2015) ,2015-07-17,"India
","https://m.media-amazon.com/images/M/MV5BMjE1NjQ5ODc2NV5BMl5BanBnXkFtZTgwOTM5ODIxNjE@._V1_UY67_CR1,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi68991001?playlistId=tt3863552,"    A little mute girl from a Pakistani village gets lost on her return back from a trip to India. In Kurukshetra, she meets Pawan - an ardent devotee of Lord Hanuman - who is in the midst of a challenge posed by his lover's father. In trying to discover the girl's parents, he develops an unshakable bond with her. He tries to get into Pakistan through a path righteous to his conscience and later, accompanied with a smart Pakistani news reporter - a story that captures the imagination of the public in both countries.", Action  Comedy  Drama,Bajrangi Bhaijaan (2015) ,,463624038.0,482589747.0,Hindi,Vijayendra Prasad-Vijayendra Prasad-5 more credits,"
Kabir Khan ",Salman Khan-Harshaali Malhotra-Nawazuddin Siddiqui,8.0
Ship of Theseus (2012) ,2013-07-19,"India
","https://m.media-amazon.com/images/M/MV5BMTU5Njc1NjkxMl5BMl5BanBnXkFtZTgwNTkzNTQwMDE@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi409909785?playlistId=tt1773764,"    If the parts of a ship are replaced, bit-by-bit, is it still the same ship? A celebrated experimental photographer struggles with the loss of her intuitive genius as an unexpected aftermath of a physical change; an intellectual monk confronting a complex ethical dilemma with a long held ideology, has to choose between principle and death; and a young stockbroker, following the trail of a stolen kidney, learns how intricate morality could be. These disparate characters manifest philosophical dilemmas in their personal lives, but their narratives converge to reveal an even larger fabric of connections, meaning, beauty, existence and death in a delicately poetic finale.", Drama,How do you know where you end and where your environment begins?        ,,295762268.0,200885695.0,Hindi,Anand Gandhi-Anand Gandhi-3 more credits,"
Anand Gandhi ",Aida Elkashef-Yogesh Shah-Faraz Khan,8.0
Manjhi: The Mountain Man (2015) ,2015-08-21,"India
","https://m.media-amazon.com/images/M/MV5BODdlZTZlZTktNTYyZC00ODQ1LWE5MjYtYjc1YTQwODRlNzI5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi2999302937?playlistId=tt3449292,"    Dashrath Manjhi was a poor man from the lowest of the low castes, living in a remote village cut off from the world by a rocky mountain range. Life for him was a daily struggle for survival. He loved his wife, Phaguniya, beyond belief. One day, while climbing the mountain to bring him food, his wife slipped, fell and died. Overwhelmed by grief, Dashrath decided to carve out a path through the mountain, so that no one else would suffer his fate. For 22 years, all by himself, with just a hammer and a chisel, he hammered away at the rocks, till the path was carved out from the mountain.", Adventure  Biography  Drama,The Man Who Broke A Mountain For Love        ,,486646535.0,483172562.0,Hindi,Shahzad Ahmad-Mahendra Jakhar-5 more credits,"
Ketan Mehta ",Nawazuddin Siddiqui-Radhika Apte-Ashutosh Acharya,8.0
Ankhon Dekhi (2013) ,2014-03-21,"India
","https://m.media-amazon.com/images/M/MV5BMTY4YjY3ZDgtYjVhZS00MWY4LTlkYmMtNGI4ZGY4YzhiZmIwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY67_CR0,0,45,67_AL_.jpg",,"    Raje Bauji (Sanjay Mishra) is a man in his late fifties, living out a dreary but eventful life in a small house in old Delhi- where he lives with his extended family. A random incident is going to change his life in a dramatic way- though he does not realize at the moment. Bauji's daughter has been seeing a boy of ill repute. When that fact is revealed to the family, after much deliberation they decide to do the obvious- lock up the girl and go beat the willful boy. It is a funny old journey of this man, this old fool- who is both Lear and the fool.", Comedy  Drama,Ankhon Dekhi (2013) ,,244894048.0,377873508.0,Hindi,Rajat Kapoor,"
Rajat Kapoor ",Sanjay Mishra-Seema Bhargava-Rajat Kapoor,8.0
Pizza (2012) ,2012-10-19,"India
","https://m.media-amazon.com/images/M/MV5BNDc3MTM0ZDItZjcwMy00MmI5LTlhMTctYmQ4NjM1MDM5MTRlXkEyXkFqcGdeQXVyODk1MzE5NDA@._V1_UY67_CR4,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi242399257?playlistId=tt2585562,"    Michael (Vijay Sethupathi) lives with girlfriend Anu (Ramya Nambeeshan) and works as a deliveryman at a pizzeria. One day, Anu announces that she is pregnant and he is faced with a dilemma. They decide to marry and save up for a big bash later. But during a routine delivery one day, the pizza crumbles...", Comedy  Drama,Pizza (2012) ,,472912458.0,226855829.0,Hindi,Rajat Kapoor,"
Karthik Subbaraj ",Vijay Sethupathi-Ramya Nambeeshan-Aadukalam Naren,8.0
Jab We Met (2007) ,2007-10-26,"India
","https://m.media-amazon.com/images/M/MV5BYmIzYmY4MGItM2I4YS00OWZhLWFmMzQtYzI2MWY1MmM3NGU1XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi3972250393?playlistId=tt1093370,"    Depressed after the passing of his father (Dharamraj) and a ditching by his gorgeous girlfriend, Mumbai-based businessman Aditya Kashyap takes a BEST bus, goes to the Chatrapati Shivaji Train Terminus, and boards a train. There he meets Geet Kaur Dhillon, who is returning home to Bhatinda, and who pays for his ticket. At Bar Nagar, he decides to leave, but she follows him, missing her train. They manage to get a ride to Ratlam, miss the train again, but eventually make it to Bhatinda. Once there, he gets to meet her family, her pretty sister Roop as well as her to-be betrothed, Manjeet Singh Mann. Before the engagement can be finalized, she manages to convince her fiancé that she wants to marry Aditya. Before Aditya can take stock of these new developments, she elopes with him - not to get married but to re-locate to Manali where her true love, Anshuman, awaits, and to whom she hopes to get married.", Comedy  Drama  Romance,Jab We Met (2007) ,138.0,484472347.0,170000000.0,Hindi,Imtiaz Ali,"
Imtiaz Ali ",Shahid Kapoor-Kareena Kapoor-Tarun Arora,7.9
Dor (2006) ,2006-09-22,"India
","https://m.media-amazon.com/images/M/MV5BYTk3NTVhNjktYTg0OC00ODk1LWE4MjUtMDhkNTY3MTMyMTc0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY67_CR0,0,45,67_AL_.jpg",,"    Shankar Singh and his wife, Meera, live in Jodhpur, Rajasthan, India along with widowed paternal grandmother, Laxmibai, his mom, Gowri, and dad, Randhir. The family feel that they are blessed after Meera's entry in this family. Shankar must go and abroad in Saudi Arabia and bids farewell to Meera, promising to keep in touch, which he does, and also sends them a large portion of his earnings, which is used to pay off the family's debts. Then when no word is received from him, a worried Meera phones, and is devastated to learn that Shankar has been killed by being thrown off a 10th floor balcony. Her status quickly changes, her jewelery, ornaments, fancy clothes are taken off, and she is told to remain indoors. wear dark clothes, and is only allowed to pray at a Mandir. Things brighten up for Meera when she befriends an Islamic woman, Zeenat, who has come all the way from Himachal Pradesh to look for her husband, Amir Khan. Shortly thereafter, Meera's world is turned upside down when ...", Drama,How far would you go to save the one you love?        ,,258989526.0,216593851.0,Hindi,Nagesh Kukunoor-Nagesh Kukunoor-2 more credits,"
Nagesh Kukunoor ",Ayesha Takia-Shreyas Talpade-Gul Panag,8.0
