title1,final_genres
642,Drama
643,Comedy
644,Thriller
644,Action
644,Mystery
644,Drama
644,Crime
645,Adventure
645,Drama
645,History
646,Thriller
646,Drama
647,Animation
647,Action
647,Sci-Fi
647,Drama
647,Fantasy
648,Biography
648,Drama
648,History
649,War
649,History
649,Biography
649,Drama
650,Sport
650,Drama
651,Romance
651,Drama
652,Thriller
652,Drama
652,Crime
653,Thriller
653,Mystery
653,Drama
653,Crime
654,Adventure
654,Thriller
654,Drama
655,Adventure
655,Thriller
655,Action
655,Sci-Fi
656,Action
656,Sport
656,Biography
656,Drama
657,Family
657,Drama
658,Biography
658,Drama
658,History
659,Drama
659,Crime
660,Thriller
660,Action
660,Sci-Fi
660,Drama
661,Drama
661,Crime
662,Biography
662,Drama
662,History
663,Biography
663,Drama
663,Crime
664,Thriller
664,Drama
665,Adventure
665,Mystery
665,Drama
665,Fantasy
666,Adventure
666,Animation
666,Sci-Fi
666,Fantasy
667,Adventure
667,Family
667,Romance
667,Fantasy
668,Sport
668,Drama
669,Western
669,Biography
669,Drama
669,Crime
670,Adventure
670,War
670,History
670,Drama
671,Drama
671,Comedy
672,Comedy
672,Adventure
672,Family
672,Animation
672,Fantasy
673,Drama
673,History
674,Drama
674,Comedy
675,Romance
675,Drama
675,History
676,Film-Noir
676,Mystery
677,Action
677,Sci-Fi
678,Biography
678,Drama
678,History
679,Thriller
679,Drama
679,Sci-Fi
680,Romance
680,Thriller
680,Drama
681,Drama
681,Crime
682,Romance
682,Drama
683,Thriller
683,Mystery
683,Horror
683,Drama
683,Crime
684,Romance
684,Fantasy
684,Comedy
685,Adventure
685,Musical
685,Family
685,Fantasy
686,Drama
687,Adventure
687,Thriller
687,Drama
688,Romance
688,Drama
689,Comedy
689,Adventure
689,Action
689,Sci-Fi
690,Drama
691,Drama
692,Adventure
692,Animation
692,Sci-Fi
692,Drama
692,Fantasy
693,Action
693,Adventure
693,Fantasy
694,Romance
694,Drama
694,War
695,Musical
695,Family
695,Animation
695,Romance
695,Fantasy
696,Horror
697,Romance
697,Drama
697,Mystery
698,Thriller
698,Biography
698,Drama
698,Crime
699,Comedy
699,Thriller
699,Action
699,Drama
699,Crime
