title1,final_genres
Dark Phoenix (2019) ,Sci-Fi
The Silence (2019) ,Thriller
The Silence (2019) ,Horror
Spider-Man: Far from Home (2019) ,Action
Spider-Man: Far from Home (2019) ,Adventure
Spider-Man: Far from Home (2019) ,Comedy
Spider-Man: Far from Home (2019) ,Sci-Fi
Star Wars: The Rise of Skywalker (2019) ,Action
Star Wars: The Rise of Skywalker (2019) ,Adventure
Star Wars: The Rise of Skywalker (2019) ,Sci-Fi
Star Wars: The Rise of Skywalker (2019) ,Fantasy
Pet Sematary (2019) ,Mystery
Pet Sematary (2019) ,Thriller
Pet Sematary (2019) ,Horror
Fast & Furious Presents: Hobbs & Shaw (2019) ,Adventure
Fast & Furious Presents: Hobbs & Shaw (2019) ,Action
Us (2019) ,Thriller
Us (2019) ,Horror
Avengers: Age of Ultron (2015) ,Adventure
Avengers: Age of Ultron (2015) ,Action
Avengers: Age of Ultron (2015) ,Sci-Fi
The Avengers (2012) ,Adventure
The Avengers (2012) ,Action
The Avengers (2012) ,Sci-Fi
Spider-Man: Into the Spider-Verse (2018) ,Animation
Spider-Man: Into the Spider-Verse (2018) ,Action
Spider-Man: Into the Spider-Verse (2018) ,Adventure
Spider-Man: Into the Spider-Verse (2018) ,Family
Spider-Man: Into the Spider-Verse (2018) ,Sci-Fi
Thor: Ragnarok (2017) ,Action
Thor: Ragnarok (2017) ,Adventure
Thor: Ragnarok (2017) ,Comedy
Thor: Ragnarok (2017) ,Sci-Fi
Thor: Ragnarok (2017) ,Fantasy
The Highwaymen (2019) ,Thriller
The Highwaymen (2019) ,Crime
The Highwaymen (2019) ,Drama
The Highwaymen (2019) ,Mystery
Child's Play (2019) ,Horror
Long Shot (2019) ,Romance
Long Shot (2019) ,Comedy
Kalank (2019) ,Romance
Kalank (2019) ,Comedy
Aladdin (2019) ,Musical
Aladdin (2019) ,Adventure
Aladdin (2019) ,Comedy
Aladdin (2019) ,Family
Aladdin (2019) ,Romance
Aladdin (2019) ,Fantasy
The Perfect Date (2019) ,Romance
The Perfect Date (2019) ,Comedy
Once Upon a Time in Hollywood (2019) ,Comedy
Once Upon a Time in Hollywood (2019) ,Drama
Ant-Man and the Wasp (2018) ,Action
Ant-Man and the Wasp (2018) ,Adventure
Ant-Man and the Wasp (2018) ,Comedy
Ant-Man and the Wasp (2018) ,Sci-Fi
Breakthrough (2019) ,Biography
Breakthrough (2019) ,Drama
Crazy Rich Asians (2018) ,Romance
Crazy Rich Asians (2018) ,Comedy
The Prodigy (2019) ,Thriller
The Prodigy (2019) ,Horror
The Professor and the Madman (2019) ,Thriller
The Professor and the Madman (2019) ,Drama
The Professor and the Madman (2019) ,Mystery
The Professor and the Madman (2019) ,Biography
Pokémon Detective Pikachu (2019) ,Action
Pokémon Detective Pikachu (2019) ,Adventure
Pokémon Detective Pikachu (2019) ,Comedy
Pokémon Detective Pikachu (2019) ,Family
Pokémon Detective Pikachu (2019) ,Sci-Fi
Pokémon Detective Pikachu (2019) ,Mystery
The Dirt (2019) ,Music
The Dirt (2019) ,Drama
The Dirt (2019) ,Comedy
The Dirt (2019) ,Biography
Escape Room (2019) ,Thriller
Escape Room (2019) ,Action
Escape Room (2019) ,Drama
Escape Room (2019) ,Adventure
Escape Room (2019) ,Sci-Fi
Escape Room (2019) ,Mystery
Escape Room (2019) ,Horror
Dumbo (2019) ,Fantasy
Dumbo (2019) ,Family
Dumbo (2019) ,Adventure
Bohemian Rhapsody (2018) ,Biography
Bohemian Rhapsody (2018) ,Music
Bohemian Rhapsody (2018) ,Drama
Bond 25 (2020) ,Thriller
Bond 25 (2020) ,Adventure
Bond 25 (2020) ,Action
Black Panther (2018) ,Adventure
Black Panther (2018) ,Action
Black Panther (2018) ,Sci-Fi
The Lion King (2019) ,Musical
The Lion King (2019) ,Animation
The Lion King (2019) ,Drama
The Lion King (2019) ,Adventure
The Lion King (2019) ,Family
Guardians of the Galaxy (2014) ,Action
Guardians of the Galaxy (2014) ,Adventure
Guardians of the Galaxy (2014) ,Comedy
Guardians of the Galaxy (2014) ,Sci-Fi
The Mule (2018) ,Thriller
The Mule (2018) ,Crime
The Mule (2018) ,Drama
Green Book (2018) ,Music
Green Book (2018) ,Drama
Green Book (2018) ,Comedy
Green Book (2018) ,Biography
Joker (2019) ,Thriller
Joker (2019) ,Crime
Joker (2019) ,Drama
Destroyer (2018) ,Thriller
Destroyer (2018) ,Crime
Destroyer (2018) ,Action
Destroyer (2018) ,Drama
Destroyer (2018) ,Mystery
Mary Poppins Returns (2018) ,Musical
Mary Poppins Returns (2018) ,Comedy
Mary Poppins Returns (2018) ,Family
Mary Poppins Returns (2018) ,Fantasy
Mamma Mia! Here We Go Again (2018) ,Romance
Mamma Mia! Here We Go Again (2018) ,Comedy
Mamma Mia! Here We Go Again (2018) ,Musical
What Men Want (2019) ,Romance
What Men Want (2019) ,Comedy
What Men Want (2019) ,Fantasy
"Extremely Wicked, Shockingly Evil and Vile (2019) ",Thriller
"Extremely Wicked, Shockingly Evil and Vile (2019) ",Crime
"Extremely Wicked, Shockingly Evil and Vile (2019) ",Drama
"Extremely Wicked, Shockingly Evil and Vile (2019) ",Biography
John Wick: Chapter 3 - Parabellum (2019) ,Thriller
John Wick: Chapter 3 - Parabellum (2019) ,Action
Captain America: The First Avenger (2011) ,Adventure
Captain America: The First Avenger (2011) ,Action
Captain America: The First Avenger (2011) ,Sci-Fi
Terminator: Dark Fate (2019) ,Adventure
Terminator: Dark Fate (2019) ,Action
Terminator: Dark Fate (2019) ,Sci-Fi
Captain America: Civil War (2016) ,Adventure
Captain America: Civil War (2016) ,Action
Captain America: Civil War (2016) ,Sci-Fi
21 Bridges (2019) ,Thriller
21 Bridges (2019) ,Crime
21 Bridges (2019) ,Drama
Iron Man (2008) ,Adventure
Iron Man (2008) ,Action
Iron Man (2008) ,Sci-Fi
Split (2016) ,Thriller
Split (2016) ,Horror
The Shawshank Redemption (1994) ,Drama
A Star Is Born (2018) ,Romance
A Star Is Born (2018) ,Music
A Star Is Born (2018) ,Drama
It: Chapter Two (2019) ,Thriller
It: Chapter Two (2019) ,Horror
Spider-Man: Homecoming (2017) ,Adventure
Spider-Man: Homecoming (2017) ,Action
Spider-Man: Homecoming (2017) ,Sci-Fi
Bumblebee (2018) ,Adventure
Bumblebee (2018) ,Action
Bumblebee (2018) ,Sci-Fi
Triple Frontier (2019) ,Thriller
Triple Frontier (2019) ,Crime
Triple Frontier (2019) ,Action
Triple Frontier (2019) ,Drama
Triple Frontier (2019) ,Adventure
Guardians of the Galaxy Vol. 2 (2017) ,Action
Guardians of the Galaxy Vol. 2 (2017) ,Adventure
Guardians of the Galaxy Vol. 2 (2017) ,Comedy
Guardians of the Galaxy Vol. 2 (2017) ,Sci-Fi
Toy Story 4 (2019) ,Animation
Toy Story 4 (2019) ,Adventure
Toy Story 4 (2019) ,Comedy
Toy Story 4 (2019) ,Family
Toy Story 4 (2019) ,Fantasy
Cold Pursuit (2019) ,Thriller
Cold Pursuit (2019) ,Crime
Cold Pursuit (2019) ,Action
Cold Pursuit (2019) ,Drama
The Godfather (1972) ,Crime
The Godfather (1972) ,Drama
Deadpool 2 (2018) ,Action
Deadpool 2 (2018) ,Adventure
Deadpool 2 (2018) ,Comedy
Deadpool 2 (2018) ,Sci-Fi
Fantastic Beasts: The Crimes of Grindelwald (2018) ,Fantasy
Fantastic Beasts: The Crimes of Grindelwald (2018) ,Family
Fantastic Beasts: The Crimes of Grindelwald (2018) ,Adventure
Tolkien (2019) ,Biography
Tolkien (2019) ,Drama
Iron Man Three (2013) ,Adventure
Iron Man Three (2013) ,Action
Iron Man Three (2013) ,Sci-Fi
How to Train Your Dragon: The Hidden World (2019) ,Animation
How to Train Your Dragon: The Hidden World (2019) ,Action
How to Train Your Dragon: The Hidden World (2019) ,Adventure
How to Train Your Dragon: The Hidden World (2019) ,Comedy
How to Train Your Dragon: The Hidden World (2019) ,Family
How to Train Your Dragon: The Hidden World (2019) ,Fantasy
Drunk Parents (2019) ,Animation
Drunk Parents (2019) ,Action
Drunk Parents (2019) ,Adventure
Drunk Parents (2019) ,Comedy
Drunk Parents (2019) ,Family
Drunk Parents (2019) ,Fantasy
13 Going on 30 (2004) ,Romance
13 Going on 30 (2004) ,Comedy
13 Going on 30 (2004) ,Fantasy
Little (2019) ,Romance
Little (2019) ,Comedy
Little (2019) ,Fantasy
Mortal Engines (2018) ,Thriller
Mortal Engines (2018) ,Action
Mortal Engines (2018) ,Adventure
Mortal Engines (2018) ,Sci-Fi
Mortal Engines (2018) ,Fantasy
Guava Island (2019) ,Thriller
Guava Island (2019) ,Action
Guava Island (2019) ,Adventure
Guava Island (2019) ,Sci-Fi
Guava Island (2019) ,Fantasy
The Passion of the Christ (2004) ,Drama
Unicorn Store (2017) ,Comedy
Unicorn Store (2017) ,Fantasy
Unicorn Store (2017) ,Drama
Brightburn (2019) ,Thriller
Brightburn (2019) ,Drama
Brightburn (2019) ,Sci-Fi
Brightburn (2019) ,Horror
Miss Bala (2019) ,Thriller
Miss Bala (2019) ,Action
Miss Bala (2019) ,Drama
The Dark Knight (2008) ,Thriller
The Dark Knight (2008) ,Crime
The Dark Knight (2008) ,Action
The Dark Knight (2008) ,Drama
The Hustle (2019) ,Comedy
Captain America: The Winter Soldier (2014) ,Thriller
Captain America: The Winter Soldier (2014) ,Action
Captain America: The Winter Soldier (2014) ,Adventure
Captain America: The Winter Soldier (2014) ,Sci-Fi
Venom (2018) ,Thriller
Venom (2018) ,Sci-Fi
Venom (2018) ,Action
The Upside (2017) ,Comedy
The Upside (2017) ,Drama
Vice (2018) ,Biography
Vice (2018) ,Comedy
Vice (2018) ,Drama
The White Crow (2018) ,Biography
The White Crow (2018) ,Drama
Rambo V: Last Blood (2019) ,Thriller
Rambo V: Last Blood (2019) ,Adventure
Rambo V: Last Blood (2019) ,Action
Lo spietato (2019) ,Crime
Lo spietato (2019) ,Drama
Ocean's Eight (2018) ,Thriller
Ocean's Eight (2018) ,Crime
Ocean's Eight (2018) ,Action
Ocean's Eight (2018) ,Comedy
The Incredible Hulk (2008) ,Adventure
The Incredible Hulk (2008) ,Action
The Incredible Hulk (2008) ,Sci-Fi
About Time (2013) ,Drama
About Time (2013) ,Comedy
About Time (2013) ,Romance
About Time (2013) ,Sci-Fi
About Time (2013) ,Fantasy
Avengers: Endgame (2019) ,Action
Avengers: Endgame (2019) ,Adventure
Avengers: Endgame (2019) ,Sci-Fi
Avengers: Endgame (2019) ,Fantasy
Avengers: Infinity War (2018) ,Adventure
Avengers: Infinity War (2018) ,Action
Avengers: Infinity War (2018) ,Sci-Fi
Captain Marvel (2019) ,Adventure
Captain Marvel (2019) ,Action
Captain Marvel (2019) ,Sci-Fi
Shazam! (2019) ,Action
Shazam! (2019) ,Adventure
Shazam! (2019) ,Comedy
Shazam! (2019) ,Fantasy
Gemini Man (2019) ,Thriller
Gemini Man (2019) ,Action
Gemini Man (2019) ,Drama
Gemini Man (2019) ,Sci-Fi
After (2019) ,Romance
After (2019) ,Drama
The Curse of La Llorona (2019) ,Mystery
The Curse of La Llorona (2019) ,Thriller
The Curse of La Llorona (2019) ,Horror
Hellboy (2019) ,Action
Hellboy (2019) ,Adventure
Hellboy (2019) ,Sci-Fi
Hellboy (2019) ,Horror
Hellboy (2019) ,Fantasy
Arctic (2018) ,Adventure
Arctic (2018) ,Drama
Men in Black: International (2019) ,Comedy
Men in Black: International (2019) ,Sci-Fi
Men in Black: International (2019) ,Action
Someone Great (2019) ,Comedy
Someone Great (2019) ,Sci-Fi
Someone Great (2019) ,Action
Glass (2019) ,Thriller
Glass (2019) ,Sci-Fi
Glass (2019) ,Drama
Aquaman (2018) ,Action
Aquaman (2018) ,Adventure
Aquaman (2018) ,Sci-Fi
Aquaman (2018) ,Fantasy
BlacKkKlansman (2018) ,Biography
BlacKkKlansman (2018) ,Crime
BlacKkKlansman (2018) ,Drama
The Ten Commandments (1956) ,Adventure
The Ten Commandments (1956) ,Drama
High Life (2018) ,Drama
High Life (2018) ,Adventure
High Life (2018) ,Sci-Fi
High Life (2018) ,Mystery
High Life (2018) ,Horror
Godzilla: King of the Monsters (2019) ,Action
Godzilla: King of the Monsters (2019) ,Adventure
Godzilla: King of the Monsters (2019) ,Sci-Fi
Godzilla: King of the Monsters (2019) ,Fantasy
Dark Phoenix (2019) ,Adventure
Dark Phoenix (2019) ,Action
Dark Phoenix (2019) ,Sci-Fi
The Silence (2019) ,Thriller
The Silence (2019) ,Horror
Spider-Man: Far from Home (2019) ,Action
Spider-Man: Far from Home (2019) ,Adventure
Spider-Man: Far from Home (2019) ,Comedy
Spider-Man: Far from Home (2019) ,Sci-Fi
Star Wars: The Rise of Skywalker (2019) ,Action
Star Wars: The Rise of Skywalker (2019) ,Adventure
Star Wars: The Rise of Skywalker (2019) ,Sci-Fi
Star Wars: The Rise of Skywalker (2019) ,Fantasy
Pet Sematary (2019) ,Mystery
Pet Sematary (2019) ,Thriller
Pet Sematary (2019) ,Horror
Fast & Furious Presents: Hobbs & Shaw (2019) ,Adventure
Fast & Furious Presents: Hobbs & Shaw (2019) ,Action
Us (2019) ,Thriller
Us (2019) ,Horror
Avengers: Age of Ultron (2015) ,Adventure
Avengers: Age of Ultron (2015) ,Action
Avengers: Age of Ultron (2015) ,Sci-Fi
The Avengers (2012) ,Adventure
The Avengers (2012) ,Action
The Avengers (2012) ,Sci-Fi
Spider-Man: Into the Spider-Verse (2018) ,Animation
Spider-Man: Into the Spider-Verse (2018) ,Action
Spider-Man: Into the Spider-Verse (2018) ,Adventure
Spider-Man: Into the Spider-Verse (2018) ,Family
Spider-Man: Into the Spider-Verse (2018) ,Sci-Fi
Thor: Ragnarok (2017) ,Action
Thor: Ragnarok (2017) ,Adventure
Thor: Ragnarok (2017) ,Comedy
Thor: Ragnarok (2017) ,Sci-Fi
Thor: Ragnarok (2017) ,Fantasy
The Highwaymen (2019) ,Thriller
The Highwaymen (2019) ,Crime
The Highwaymen (2019) ,Drama
The Highwaymen (2019) ,Mystery
Child's Play (2019) ,Horror
Long Shot (2019) ,Romance
Long Shot (2019) ,Comedy
Kalank (2019) ,Romance
Kalank (2019) ,Comedy
Aladdin (2019) ,Musical
Aladdin (2019) ,Adventure
Aladdin (2019) ,Comedy
Aladdin (2019) ,Family
Aladdin (2019) ,Romance
Aladdin (2019) ,Fantasy
The Perfect Date (2019) ,Romance
The Perfect Date (2019) ,Comedy
Once Upon a Time in Hollywood (2019) ,Comedy
Once Upon a Time in Hollywood (2019) ,Drama
Ant-Man and the Wasp (2018) ,Action
Ant-Man and the Wasp (2018) ,Adventure
Ant-Man and the Wasp (2018) ,Comedy
Ant-Man and the Wasp (2018) ,Sci-Fi
Breakthrough (2019) ,Biography
Breakthrough (2019) ,Drama
Crazy Rich Asians (2018) ,Romance
Crazy Rich Asians (2018) ,Comedy
The Prodigy (2019) ,Thriller
The Prodigy (2019) ,Horror
The Professor and the Madman (2019) ,Thriller
The Professor and the Madman (2019) ,Drama
The Professor and the Madman (2019) ,Mystery
The Professor and the Madman (2019) ,Biography
Pokémon Detective Pikachu (2019) ,Action
Pokémon Detective Pikachu (2019) ,Adventure
Pokémon Detective Pikachu (2019) ,Comedy
Pokémon Detective Pikachu (2019) ,Family
Pokémon Detective Pikachu (2019) ,Sci-Fi
Pokémon Detective Pikachu (2019) ,Mystery
The Dirt (2019) ,Music
The Dirt (2019) ,Drama
The Dirt (2019) ,Comedy
The Dirt (2019) ,Biography
Escape Room (2019) ,Thriller
Escape Room (2019) ,Action
Escape Room (2019) ,Drama
Escape Room (2019) ,Adventure
Escape Room (2019) ,Sci-Fi
Escape Room (2019) ,Mystery
Escape Room (2019) ,Horror
Dumbo (2019) ,Fantasy
Dumbo (2019) ,Family
Dumbo (2019) ,Adventure
Bohemian Rhapsody (2018) ,Biography
Bohemian Rhapsody (2018) ,Music
Bohemian Rhapsody (2018) ,Drama
Bond 25 (2020) ,Thriller
Bond 25 (2020) ,Adventure
Bond 25 (2020) ,Action
Black Panther (2018) ,Adventure
Black Panther (2018) ,Action
Black Panther (2018) ,Sci-Fi
The Lion King (2019) ,Musical
The Lion King (2019) ,Animation
The Lion King (2019) ,Drama
The Lion King (2019) ,Adventure
The Lion King (2019) ,Family
Guardians of the Galaxy (2014) ,Action
Guardians of the Galaxy (2014) ,Adventure
Guardians of the Galaxy (2014) ,Comedy
Guardians of the Galaxy (2014) ,Sci-Fi
The Mule (2018) ,Thriller
The Mule (2018) ,Crime
The Mule (2018) ,Drama
Green Book (2018) ,Music
Green Book (2018) ,Drama
Green Book (2018) ,Comedy
Green Book (2018) ,Biography
Joker (2019) ,Thriller
Joker (2019) ,Crime
Joker (2019) ,Drama
Destroyer (2018) ,Thriller
Destroyer (2018) ,Crime
Destroyer (2018) ,Action
Destroyer (2018) ,Drama
Destroyer (2018) ,Mystery
Mary Poppins Returns (2018) ,Musical
Mary Poppins Returns (2018) ,Comedy
Mary Poppins Returns (2018) ,Family
Mary Poppins Returns (2018) ,Fantasy
Mamma Mia! Here We Go Again (2018) ,Romance
Mamma Mia! Here We Go Again (2018) ,Comedy
Mamma Mia! Here We Go Again (2018) ,Musical
What Men Want (2019) ,Romance
What Men Want (2019) ,Comedy
What Men Want (2019) ,Fantasy
"Extremely Wicked, Shockingly Evil and Vile (2019) ",Thriller
"Extremely Wicked, Shockingly Evil and Vile (2019) ",Crime
"Extremely Wicked, Shockingly Evil and Vile (2019) ",Drama
"Extremely Wicked, Shockingly Evil and Vile (2019) ",Biography
John Wick: Chapter 3 - Parabellum (2019) ,Thriller
John Wick: Chapter 3 - Parabellum (2019) ,Action
Captain America: The First Avenger (2011) ,Adventure
Captain America: The First Avenger (2011) ,Action
Captain America: The First Avenger (2011) ,Sci-Fi
Terminator: Dark Fate (2019) ,Adventure
Terminator: Dark Fate (2019) ,Action
Terminator: Dark Fate (2019) ,Sci-Fi
Captain America: Civil War (2016) ,Adventure
Captain America: Civil War (2016) ,Action
Captain America: Civil War (2016) ,Sci-Fi
21 Bridges (2019) ,Thriller
21 Bridges (2019) ,Crime
21 Bridges (2019) ,Drama
Iron Man (2008) ,Adventure
Iron Man (2008) ,Action
Iron Man (2008) ,Sci-Fi
Split (2016) ,Thriller
Split (2016) ,Horror
The Shawshank Redemption (1994) ,Drama
A Star Is Born (2018) ,Romance
A Star Is Born (2018) ,Music
A Star Is Born (2018) ,Drama
It: Chapter Two (2019) ,Thriller
It: Chapter Two (2019) ,Horror
Spider-Man: Homecoming (2017) ,Adventure
Spider-Man: Homecoming (2017) ,Action
Spider-Man: Homecoming (2017) ,Sci-Fi
Bumblebee (2018) ,Adventure
Bumblebee (2018) ,Action
Bumblebee (2018) ,Sci-Fi
Triple Frontier (2019) ,Thriller
Triple Frontier (2019) ,Crime
Triple Frontier (2019) ,Action
Triple Frontier (2019) ,Drama
Triple Frontier (2019) ,Adventure
Guardians of the Galaxy Vol. 2 (2017) ,Action
Guardians of the Galaxy Vol. 2 (2017) ,Adventure
Guardians of the Galaxy Vol. 2 (2017) ,Comedy
Guardians of the Galaxy Vol. 2 (2017) ,Sci-Fi
Toy Story 4 (2019) ,Animation
Toy Story 4 (2019) ,Adventure
Toy Story 4 (2019) ,Comedy
Toy Story 4 (2019) ,Family
Toy Story 4 (2019) ,Fantasy
Cold Pursuit (2019) ,Thriller
Cold Pursuit (2019) ,Crime
Cold Pursuit (2019) ,Action
Cold Pursuit (2019) ,Drama
The Godfather (1972) ,Crime
The Godfather (1972) ,Drama
Deadpool 2 (2018) ,Action
Deadpool 2 (2018) ,Adventure
Deadpool 2 (2018) ,Comedy
Deadpool 2 (2018) ,Sci-Fi
Fantastic Beasts: The Crimes of Grindelwald (2018) ,Fantasy
Fantastic Beasts: The Crimes of Grindelwald (2018) ,Family
Fantastic Beasts: The Crimes of Grindelwald (2018) ,Adventure
Tolkien (2019) ,Biography
Tolkien (2019) ,Drama
Iron Man Three (2013) ,Adventure
Iron Man Three (2013) ,Action
Iron Man Three (2013) ,Sci-Fi
How to Train Your Dragon: The Hidden World (2019) ,Animation
How to Train Your Dragon: The Hidden World (2019) ,Action
How to Train Your Dragon: The Hidden World (2019) ,Adventure
How to Train Your Dragon: The Hidden World (2019) ,Comedy
How to Train Your Dragon: The Hidden World (2019) ,Family
How to Train Your Dragon: The Hidden World (2019) ,Fantasy
Drunk Parents (2019) ,Animation
Drunk Parents (2019) ,Action
Drunk Parents (2019) ,Adventure
Drunk Parents (2019) ,Comedy
Drunk Parents (2019) ,Family
Drunk Parents (2019) ,Fantasy
13 Going on 30 (2004) ,Romance
13 Going on 30 (2004) ,Comedy
13 Going on 30 (2004) ,Fantasy
Little (2019) ,Romance
Little (2019) ,Comedy
Little (2019) ,Fantasy
Mortal Engines (2018) ,Thriller
Mortal Engines (2018) ,Action
Mortal Engines (2018) ,Adventure
Mortal Engines (2018) ,Sci-Fi
Mortal Engines (2018) ,Fantasy
Guava Island (2019) ,Thriller
Guava Island (2019) ,Action
Guava Island (2019) ,Adventure
Guava Island (2019) ,Sci-Fi
Guava Island (2019) ,Fantasy
The Passion of the Christ (2004) ,Drama
Unicorn Store (2017) ,Comedy
Unicorn Store (2017) ,Fantasy
Unicorn Store (2017) ,Drama
Brightburn (2019) ,Thriller
Brightburn (2019) ,Drama
Brightburn (2019) ,Sci-Fi
Brightburn (2019) ,Horror
Miss Bala (2019) ,Thriller
Miss Bala (2019) ,Action
Miss Bala (2019) ,Drama
The Dark Knight (2008) ,Thriller
The Dark Knight (2008) ,Crime
The Dark Knight (2008) ,Action
The Dark Knight (2008) ,Drama
The Hustle (2019) ,Comedy
Captain America: The Winter Soldier (2014) ,Thriller
Captain America: The Winter Soldier (2014) ,Action
Captain America: The Winter Soldier (2014) ,Adventure
Captain America: The Winter Soldier (2014) ,Sci-Fi
Venom (2018) ,Thriller
Venom (2018) ,Sci-Fi
Venom (2018) ,Action
The Upside (2017) ,Comedy
The Upside (2017) ,Drama
Vice (2018) ,Biography
Vice (2018) ,Comedy
Vice (2018) ,Drama
The White Crow (2018) ,Biography
The White Crow (2018) ,Drama
Rambo V: Last Blood (2019) ,Thriller
Rambo V: Last Blood (2019) ,Adventure
Rambo V: Last Blood (2019) ,Action
Lo spietato (2019) ,Crime
Lo spietato (2019) ,Drama
Ocean's Eight (2018) ,Thriller
Ocean's Eight (2018) ,Crime
Ocean's Eight (2018) ,Action
Ocean's Eight (2018) ,Comedy
The Incredible Hulk (2008) ,Adventure
The Incredible Hulk (2008) ,Action
The Incredible Hulk (2008) ,Sci-Fi
About Time (2013) ,Drama
About Time (2013) ,Comedy
About Time (2013) ,Romance
About Time (2013) ,Sci-Fi
About Time (2013) ,Fantasy
The Shawshank Redemption (1994) ,Drama
The Godfather (1972) ,Crime
The Godfather (1972) ,Drama
The Godfather: Part II (1974) ,Crime
The Godfather: Part II (1974) ,Drama
The Dark Knight (2008) ,Thriller
The Dark Knight (2008) ,Crime
The Dark Knight (2008) ,Action
The Dark Knight (2008) ,Drama
12 Angry Men (1957) ,Drama
Schindler's List (1993) ,Biography
Schindler's List (1993) ,History
Schindler's List (1993) ,Drama
Avengers: Endgame (2019) ,Action
Avengers: Endgame (2019) ,Adventure
Avengers: Endgame (2019) ,Sci-Fi
Avengers: Endgame (2019) ,Fantasy
The Lord of the Rings: The Return of the King (2003) ,Fantasy
The Lord of the Rings: The Return of the King (2003) ,Adventure
The Lord of the Rings: The Return of the King (2003) ,Drama
Pulp Fiction (1994) ,Crime
Pulp Fiction (1994) ,Drama
"Il buono, il brutto, il cattivo (1966) ",Western
Fight Club (1999) ,Drama
The Lord of the Rings: The Fellowship of the Ring (2001) ,Fantasy
The Lord of the Rings: The Fellowship of the Ring (2001) ,Adventure
The Lord of the Rings: The Fellowship of the Ring (2001) ,Drama
Forrest Gump (1994) ,Romance
Forrest Gump (1994) ,Drama
Star Wars: Episode V - The Empire Strikes Back (1980) ,Action
Star Wars: Episode V - The Empire Strikes Back (1980) ,Adventure
Star Wars: Episode V - The Empire Strikes Back (1980) ,Sci-Fi
Star Wars: Episode V - The Empire Strikes Back (1980) ,Fantasy
Inception (2010) ,Thriller
Inception (2010) ,Action
Inception (2010) ,Adventure
Inception (2010) ,Sci-Fi
The Lord of the Rings: The Two Towers (2002) ,Fantasy
The Lord of the Rings: The Two Towers (2002) ,Adventure
The Lord of the Rings: The Two Towers (2002) ,Drama
One Flew Over the Cuckoo's Nest (1975) ,Drama
Goodfellas (1990) ,Biography
Goodfellas (1990) ,Crime
Goodfellas (1990) ,Drama
The Matrix (1999) ,Sci-Fi
The Matrix (1999) ,Action
Shichinin no samurai (1954) ,Adventure
Shichinin no samurai (1954) ,Drama
Se7en (1995) ,Thriller
Se7en (1995) ,Crime
Se7en (1995) ,Drama
Se7en (1995) ,Mystery
Cidade de Deus (2002) ,Crime
Cidade de Deus (2002) ,Drama
Star Wars (1977) ,Action
Star Wars (1977) ,Adventure
Star Wars (1977) ,Sci-Fi
Star Wars (1977) ,Fantasy
The Silence of the Lambs (1991) ,Thriller
The Silence of the Lambs (1991) ,Crime
The Silence of the Lambs (1991) ,Drama
It's a Wonderful Life (1946) ,Fantasy
It's a Wonderful Life (1946) ,Family
It's a Wonderful Life (1946) ,Drama
La vita è bella (1997) ,Drama
La vita è bella (1997) ,War
La vita è bella (1997) ,Comedy
La vita è bella (1997) ,Romance
Sen to Chihiro no kamikakushi (2001) ,Animation
Sen to Chihiro no kamikakushi (2001) ,Adventure
Sen to Chihiro no kamikakushi (2001) ,Family
Sen to Chihiro no kamikakushi (2001) ,Mystery
Sen to Chihiro no kamikakushi (2001) ,Fantasy
Saving Private Ryan (1998) ,War
Saving Private Ryan (1998) ,Drama
The Usual Suspects (1995) ,Mystery
The Usual Suspects (1995) ,Thriller
The Usual Suspects (1995) ,Crime
Léon (1994) ,Thriller
Léon (1994) ,Crime
Léon (1994) ,Action
Léon (1994) ,Drama
The Green Mile (1999) ,Crime
The Green Mile (1999) ,Drama
The Green Mile (1999) ,Mystery
The Green Mile (1999) ,Fantasy
Interstellar (2014) ,Adventure
Interstellar (2014) ,Sci-Fi
Interstellar (2014) ,Drama
Psycho (1960) ,Mystery
Psycho (1960) ,Thriller
Psycho (1960) ,Horror
American History X (1998) ,Drama
City Lights (1931) ,Romance
City Lights (1931) ,Comedy
City Lights (1931) ,Drama
Casablanca (1942) ,Romance
Casablanca (1942) ,War
Casablanca (1942) ,Drama
Once Upon a Time in the West (1968) ,Western
The Pianist (2002) ,Music
The Pianist (2002) ,Drama
The Pianist (2002) ,War
The Pianist (2002) ,Biography
Modern Times (1936) ,Drama
Modern Times (1936) ,Comedy
Modern Times (1936) ,Romance
Modern Times (1936) ,Family
The Intouchables (2011) ,Biography
The Intouchables (2011) ,Comedy
The Intouchables (2011) ,Drama
The Departed (2006) ,Thriller
The Departed (2006) ,Crime
The Departed (2006) ,Drama
Back to the Future (1985) ,Comedy
Back to the Future (1985) ,Adventure
Back to the Future (1985) ,Sci-Fi
Terminator 2: Judgment Day (1991) ,Sci-Fi
Terminator 2: Judgment Day (1991) ,Action
Whiplash (2014) ,Music
Whiplash (2014) ,Drama
The Lion King (1994) ,Musical
The Lion King (1994) ,Animation
The Lion King (1994) ,Drama
The Lion King (1994) ,Adventure
The Lion King (1994) ,Family
Rear Window (1954) ,Mystery
Rear Window (1954) ,Thriller
Raiders of the Lost Ark (1981) ,Adventure
Raiders of the Lost Ark (1981) ,Action
Gladiator (2000) ,Adventure
Gladiator (2000) ,Action
Gladiator (2000) ,Drama
The Prestige (2006) ,Thriller
The Prestige (2006) ,Drama
The Prestige (2006) ,Sci-Fi
The Prestige (2006) ,Mystery
Apocalypse Now (1979) ,War
Apocalypse Now (1979) ,Drama
